filename	result	size	alternatives
22032730.V01.txt	דין הערעור להידחות	1	['דין הערעור להידחות']
23056800.E04.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
23017070.E02.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
23041690.E02.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
21072090.O02.txt	none	0	[]
23010270.E08.txt	"המערער יתייצב לריצוי מאסרו ביום 16.7.2023 עד השעה 10:00 בימ""ר הדרים, או על פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון"	2	"['המערער יתייצב לריצוי מאסרו ביום 16.7.2023 עד השעה 10:00 בימ""ר הדרים, או על פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון', 'דין הערעור להידחות']"
22032650.04J.txt	דין הערעור להידחות	1	['דין הערעור להידחות']
22006870.F03.txt	none	0	[]
23020180.F06.txt	none	0	[]
21078310.O03.txt	לאחר שעיינתי בגזר הדין של בית המשפט המחוזי ובנימוקיו, ונתתי דעתי על טענות הצדדים מזה ומזה, אלו שבכתב ואלו שבעל-פה, באתי לכלל מסקנה כי דין הערעור – להידחות	1	['לאחר שעיינתי בגזר הדין של בית המשפט המחוזי ובנימוקיו, ונתתי דעתי על טענות הצדדים מזה ומזה, אלו שבכתב ואלו שבעל-פה, באתי לכלל מסקנה כי דין הערעור – להידחות']
22036520.V03.txt	"המשיב הגיש את תגובתו לערעור דנן מכוח תקנה 174(ג) לתקנות סדר הדין האזרחי, התשע""ט-2018, ולטענתו דין הערעור להידחות ""על הסף"" מאחר שעניינו בשגגות המיוחסות למותב, אשר דינן להתברר בערכאת הערעור"	2	"['המשיב הגיש את תגובתו לערעור דנן מכוח תקנה 174(ג) לתקנות סדר הדין האזרחי, התשע""ט-2018, ולטענתו דין הערעור להידחות ""על הסף"" מאחר שעניינו בשגגות המיוחסות למותב, אשר דינן להתברר בערכאת הערעור', 'עיינתי בטענות הצדדים, ובאתי לידי מסקנה כי דין הערעור להידחות']"
22074160.J02.txt	דין הערעור להידחות	2	['דין הערעור להידחות', 'סוף דבר: העונש אשר נגזר על המערער הולם את חומרת מעשיו, מתחשב כדבעי במכלול נסיבות ביצוע העבירה ונסיבותיו האישיות ועולה בקנה אחד עם מדיניות הענישה']
20087180.G03.txt	none	0	[]
23039260.E02.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
23019250.E01.txt	סוף דבר: בית משפט קמא אמנם הקל עם המשיבים, אך לא במידה המצדיקה את התערבותנו בהתאם להלכות המוכרות	1	['סוף דבר: בית משפט קמא אמנם הקל עם המשיבים, אך לא במידה המצדיקה את התערבותנו בהתאם להלכות המוכרות']
23032190.E02.txt	אשר על כן, העתירה נדחית	2	['אשר על כן, העתירה נדחית', 'עמדת המשיבים היא כי דין העתירה להידחות בהעדר עילה להתערבות שיפוטית בצו השני, אשר הוצא מטעמי בטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הגבוה הנשקף מהעותר לביטחון האזור ולשלום הציבור']
23029470.E02.txt	יחד עם זאת, מאחר שעניינה של העתירה הנוכחית הוא בצו הרביעי בלבד; לאור הצהרתם של המשיבים לפיה הצו החמישי, ככל שיוצא, יהיה הצו האחרון (אם לא יתקבל מידע ביטחוני שלילי חדש ביחס לעותר ואם לא ישתנו הנסיבות); ולאור עמדתם של שני חבריי, לא מצאתי לנכון להתערב בהחלטתם של המשיבים, ולא בלי התלבטות – אני מצטרפת לעמדתם של חבריי לפיה דין העתירה להידחות	1	['יחד עם זאת, מאחר שעניינה של העתירה הנוכחית הוא בצו הרביעי בלבד; לאור הצהרתם של המשיבים לפיה הצו החמישי, ככל שיוצא, יהיה הצו האחרון (אם לא יתקבל מידע ביטחוני שלילי חדש ביחס לעותר ואם לא ישתנו הנסיבות); ולאור עמדתם של שני חבריי, לא מצאתי לנכון להתערב בהחלטתם של המשיבים, ולא בלי התלבטות – אני מצטרפת לעמדתם של חבריי לפיה דין העתירה להידחות']
23034150.P12.txt	דין הערעורים על גזר הדין להידחות, כך שהעונש שהוטל על המערער בגזר דינו של בית המשפט המחוזי ייוותר על כנו	2	['דין הערעורים על גזר הדין להידחות, כך שהעונש שהוטל על המערער בגזר דינו של בית המשפט המחוזי ייוותר על כנו', 'סוף דבר: דין הערעור ביחס לסעיף העבירה להתקבל, במובן זה שהמערער יורשע בעבירת הצתה לפי סעיף 448(א) רישא לחוק העונשין']
21027490.M06.txt	לאחר ששקלנו את נימוקי הערעור והאזנו לטיעוני הצדדים בדיון שהתקיים לפנינו, הגענו למסקנה כי דין הערעור להתקבל	1	['לאחר ששקלנו את נימוקי הערעור והאזנו לטיעוני הצדדים בדיון שהתקיים לפנינו, הגענו למסקנה כי דין הערעור להתקבל']
23013550.Y02.txt	none	0	[]
23000220.E03.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
23014480.J05.txt	הערעור נדחה אפוא	2	['הערעור נדחה אפוא', 'לאחר ששמענו את מלוא טיעוני באי-כוח הצדדים, הגענו לכלל מסקנה כי דין הערעור להידחות']
23029460.E03.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
21055800.X05.txt	מנגד, סבורים המשיבים כי דין העתירה להידחות על הסף, זאת בהעדר עילה להתערבות בית משפט זה בהחלטה שלא לפתוח בחקירה נגד השוטר ולהעמידו לדין	4	['מנגד, סבורים המשיבים כי דין העתירה להידחות על הסף, זאת בהעדר עילה להתערבות בית משפט זה בהחלטה שלא לפתוח בחקירה נגד השוטר ולהעמידו לדין', 'המשיבים טוענים כי דין העתירה להידחות על הסף גם בשל אי-צירופו של השוטר כמשיב לעתירה, וזאת אף שהעמדתו לדין היא הסעד שנתבקש על-ידי העותרים', 'המשיבים מוסיפים וטוענים כי דין העתירה להידחות אף לגופה', 'סוף דבר: לא נמצאה עילה להתערבות בהחלטת היועץ המשפטי לממשלה שלא לפתוח בחקירה בעניינו של השוטר, ולפיכך, דין העתירה להידחות']
23065710.R02.txt	העתירה נדחית	3	['העתירה נדחית', 'המדינה טוענת בתגובתה כי דין העתירה להידחות, בהתחשב בכלל המושרש שלפיו בית משפט זה, בשבתו כבית משפט גבוה לצדק, לא מתערב בהחלטה של ערכאה שיפוטית מוסמכת', 'דין העתירה להידחות']
22079440.E04.txt	אשר על כן, העתירה נדחית	4	['אשר על כן, העתירה נדחית', 'העותר יישא בהוצאות לטובת אוצר המדינה בסך 5,000 ₪', 'דין העתירה להידחות על הסף בהיותה מוקדמת', 'צוין גם כי נבחנה אפשרות להעביר לעותר נתונים פרטניים של מתחרים עם השחרות, אך הוחלט שנוכח האפשרות לזהות את המתחרים על ידי הצלבה עם מידע פומבי, אין לעשות כן']
22062530.V03.txt	עיינתי בטענות המערער ובפרוטוקול הדיון, ובאתי לידי מסקנה כי דין הערעור להידחות	1	['עיינתי בטענות המערער ובפרוטוקול הדיון, ובאתי לידי מסקנה כי דין הערעור להידחות']
23043360.E02.txt	אשר על כן, העתירה נדחית	2	['אשר על כן, העתירה נדחית', 'עמדת המשיבים 3-2 (להלן: המשיבים) היא כי דין העתירה להידחות בהעדר עילה להתערבות שיפוטית בצו השני, אשר הוצא מטעמי בטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הגבוה הנשקף מן העותר לביטחון האזור ולשלום הציבור']
23010770.E02.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
22028360.W04.txt	none	0	[]
22039920.J08.txt	דיון והכרעה אני סבור כי דין הערעור להידחות	1	['דיון והכרעה אני סבור כי דין הערעור להידחות']
22023130.J02.txt	לאחר ששקלתי את טיעוני הצדדים, הגעתי לכלל מסקנה כי דין הערעור להידחות	1	['לאחר ששקלתי את טיעוני הצדדים, הגעתי לכלל מסקנה כי דין הערעור להידחות']
21047950.J01.txt	none	0	[]
21002440.P08.txt	המדינה טענה כי דין הערעור ביחס לאישום השישי להידחות	1	['המדינה טענה כי דין הערעור ביחס לאישום השישי להידחות']
22085040.G01.txt	התוצאה היא שהעתירה נדחית על הסף	1	['התוצאה היא שהעתירה נדחית על הסף']
22081970.O13.txt	none	0	[]
23044860.Y01.txt	אשר על כן העתירה נדחית וממילא נדחית הבקשה למתן צו ביניים	2	['אשר על כן העתירה נדחית וממילא נדחית הבקשה למתן צו ביניים', 'דין העתירה להידחות על הסף בשל קיומו של סעד חלופי']
22008400.F01.txt	אשר על כן, העתירה נדחית	2	['אשר על כן, העתירה נדחית', 'דין העתירה להידחות על הסף']
23020750.P04.txt	בפרט, נטען כי במסגרת הסדר הטיעון הוחלט להשמיט את העבירה של חבלה בכוונה מחמירה, ובמקומה לכלול עבירה של פציעה בנסיבות מחמירות ותקיפה סתם	7	['בפרט, נטען כי במסגרת הסדר הטיעון הוחלט להשמיט את העבירה של חבלה בכוונה מחמירה, ובמקומה לכלול עבירה של פציעה בנסיבות מחמירות ותקיפה סתם', 'טענות העותרים נבחנו לגופן ונשקלו על ידי גורמי התביעה, אך בסופו של דבר הוחלט שלא לקבלן', 'בסיום הליך הגישור הוחלט לתקן את כתב האישום כך שהעבירות שייוחסו למשיב יהיו פציעה בנסיבות מחמירות לפי סעיף 334 לחוק בנסיבות סעיף 335(א)(1) לחוק; תקיפת זקן שגרמה לחבלה של ממש לפי סעיף 369ו(א) לחוק; תקיפה סתם לפי סעיף 379 לחוק; והחזקת סכין לפי סעיף 186(א) לחוק (להלן: כתב האישום המתוקן)', 'ביום 7.3.2023 עדכנה הפרקליטה המטפלת בתיק את העותרים כי עמדתם ביחס להסדר הטיעון נבחנה ונשקלה על ידי הגורמים הרלוונטיים, והוחלט בסופו של דבר לחתום על הסדר הטיעון', 'סוף דבר: העתירה נדחית', 'מבלי להפחית מהצער ומהכאב שבוודאי נגרמו לעותרים כתוצאה מהמעשים החמורים המגוללים בכתב האישום ומבלי להקל בהם ראש, דין העתירה להידחות בהיעדר עילה להתערבות', 'לבסוף, דין העתירה להידחות גם ביחס לסעד השלישי – בו מבוקש כי נורה למדינה לפעול לגילוי זהות המעסיק של המשיב']
22068470.E01.txt	דין הערעור להידחות	1	['דין הערעור להידחות']
22073360.E03.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
22083780.L06.txt	לעומת זאת, דין הערעור ביחס להרשעת המערערים – דינו, לדעתי, להידחות	2	"['לעומת זאת, דין הערעור ביחס להרשעת המערערים – דינו, לדעתי, להידחות', 'לאחר עיון בחומר שלפניי, ושמיעת טענות הצדדים, עמדתי היא כי דין הערעורים להתקבל בחלקם, כך שסכום הפיצוי שהושת על המערערים לטובת המתלונן יופחת כך ש-י.ס יחויב בסך של 20,000 ש""ח, ו-א.ש יחויב בסך של 30,000 ש""ח, וכי התשלום כאמור ייפרס לתשלומים, הכל כפי שיפורט להלן']"
22077710.E04.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
22012230.V09.txt	none	0	[]
23039570.V03.txt	המשיב טוען כי דין הערעור להידחות	2	['המשיב טוען כי דין הערעור להידחות', 'עיינתי בטענות הצדדים ובאתי לידי מסקנה כי דין הערעור להתקבל']
22038410.Y04.txt	אשר על כן העתירה נדחית	4	"['אשר על כן העתירה נדחית', 'על ההחלטה בבקשה לעיון חוזר הגיש העותר ערעור לבית משפט השלום בתל-אביב (רע""ר 54453-03-22) אולם זה נמחק ביום 18.5.2022 לאחר שהוסכם כי על העותר להגיש בקשה חדשה להסדרת חובו', 'יחד עם זאת, הוחלט על פריסה זמנית קצובה בזמן בסך של 2,000 ש""ח ל-24 חודשים לצורך התארגנות העותר לתשלום החוב (להלן: ההחלטה בדבר פריסה זמנית)', 'לאחר עיון בעתירה ובתגובה המקדמית, הגענו לכלל מסקנה כי דין העתירה להידחות על הסף']"
21080680.W11.txt	none	0	[]
23084310.M01.txt	הערעור נדחה אפוא	1	['הערעור נדחה אפוא']
23041670.E02.txt	אשר על כן, העתירה נדחית	2	['אשר על כן, העתירה נדחית', 'עמדת המשיבים 3-2 (להלן: המשיבים) היא כי דין העתירה להידחות בהעדר עילה להתערבות שיפוטית בצו המעצר, אשר הוצא מטעמי בטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הגבוה הנשקף מן העותר לביטחון האזור ולשלום הציבור']
22072640.A01.txt	דין העתירה להידחות על הסף	2	['דין העתירה להידחות על הסף', 'סוף דבר: העתירה נדחית']
22048190.F02.txt	none	0	[]
22012280.A02.txt	סוף דבר: העתירה נדחית	1	['סוף דבר: העתירה נדחית']
23042730.M09.txt	none	0	[]
23069130.A03.txt	סוף דבר: העתירה נדחית	1	['סוף דבר: העתירה נדחית']
22041270.C01.txt	אשר על כן, העתירה נדחית	3	['אשר על כן, העתירה נדחית', 'לאחר שנחקר במשטרה, הוחלט על סגירת תיק החקירה נגדו בעילת היעדר ראיות מספיקות להעמדה לדין', 'לאחר עיון בעתירה על נספחיה הגעתי לכלל מסקנה כי דין העתירה להידחות על הסף אף מבלי להידרש לתגובת המשיבה, בהיעדר עילה להתערבותו של בית משפט זה']
23042880.F01.txt	העתירה נדחית אפוא על הסף	2	['העתירה נדחית אפוא על הסף', 'דין העתירה להידחות על הסף ללא צורך בקבלת תשובה']
21004740.J14.txt	בתיק זה, הוחלט להעמיד לדין את הנאשם [יחיה – י' א']	12	"[""בתיק זה, הוחלט להעמיד לדין את הנאשם [יחיה – י' א']"", 'משכך, מרגע שהוחלט שלא להעמיד לדין חשוד ספציפי – קמה זכות ערר', 'כפי שהדגיש חברי, ההשפעות האמורות על ההליך הפלילי אכן עשויות לפגוע באופן ניכר במיצוי הדין עם החשודים שלכתחילה הוחלט להעמידם לדין ועל כן, נראה כי התועלת שבמתן זכות הערר במקרים כאלו פחותה מהנזק שייגרם כתוצאה מכך', ""אני מצטרפת בהסכמה לחוות דעתו המקיפה של חברי, השופט י' אלרון, לפיה דין העתירה להידחות ואוסיף אך הערות אחדות"", 'עם זאת, יודגש כי אין במסקנה זו כדי לשלול קיומה של ביקורת כלשהי על החלטת רשויות התביעה שלא להעמיד לדין חשוד פלוני, אף אם הוחלט להעמיד חשוד אחר לדין באותה פרשה', 'לכאורה, שיקול זה מצדיק ליתן זכות ערר שעשויה לבסוף להוביל להרשעת עבריין נוסף, כשם שהוא מצדיק להימנע מפגיעה באפשרות למיצוי הדין עם העבריין אותו הוחלט להעמיד לדין מלכתחילה', 'תכליות אלו תומכות במידה לא מבוטלת בעמדתו של העותר המבקשת לפרש באופן מרחיב את זכות הערר, כך שתקיף גם מקרים שבהם הוחלט להגיש כתב אישום נגד חלק בלבד מהמעורבים בפרשה מסוימת', ""כך, החוק הפדרלי בארצות הברית אינו מקנה כלל זכות ערר לנפגע העבירה ביחס להחלטה על אי-הגשת כתב אישום, ובאנגליה, שבה קיים מנגנון ערר, מנגנון זה מחריג מתחולתו באופן מפורש מקרים שבהם הוחלט על הגשת כתב אישום נגד חשוד אחד מבין החשודים בפרשה (ראו: Section 19(4), Victims' Right to Review Scheme, The Crown Prosecution Service, https://www.cps.gov.uk/legal-guidance/victims-right-review-scheme (27.5.2021))"", 'ביום 7.1.2020 הוחלט על סגירת תיק החקירה בעניינו של הקטין בשל העדר ראיות מספקות', 'נטען, כי למעשה עמדת המדינה היא שמעת שהוחלט על העמדה לדין של אחד מבין החשודים היא פטורה מהעמדתו לדין של חשוד נוסף, וכי ""חובתה מתמצה בהעמדה לדין כלשהיא בתיק – על פי בחירתה"", כלשונו', 'עוד ציין חברי כי הגשת ערר עשויה להוביל להתמשכות ולסירבול ההליך הפלילי בהיבטים נוספים, ובהם הליכי מעצר, וכן לפגוע באינטרס הציבורי ובאינטרס של המתלונן עצמו במיצוי הדין עם הנאשם שאותו הוחלט להעמיד לדין לכתחילה (פסקאות 24-23 לחוות דעתו)', 'בהקשר זה מנה חברי את האפשרות הנתונה למתלונן לעיין בחומר חקירה במסגרת הליך הערר, העשויה לפגוע בהליך הפלילי שמתנהל נגד הנאשם שהוחלט להעמידו לדין, וכן לפגוע בהליך פלילי עתידי ככל שיוחלט להעמיד חשוד נוסף לדין באותה פרשה (פסקאות 22-21 לחוות דעתו)']"
22016180.E02.txt	התוצאה היא כאמור שדין העתירה להידחות	3	['התוצאה היא כאמור שדין העתירה להידחות', 'סוף דבר, העתירה נדחית', 'לאחר עיון בכתב העתירה ובתגובת המשיבים על נספחיה, ולאחר שמיעת טענות הצדדים בעל פה, המסקנה היא כי לא קמה עילה להתערבותנו בהחלטתו של המשיב להפעיל את סמכותו מכוח תקנה 119, ומשכך דין העתירה להידחות']
23032270.P06.txt	בתגובתו המקדמית טוען המשיב כי דין העתירה להידחות על הסף מחמת היותה מוקדמת, שכן היא הוגשה בטרם ניתנה ההחלטה בהשגה שהגיש העותר	5	['בתגובתו המקדמית טוען המשיב כי דין העתירה להידחות על הסף מחמת היותה מוקדמת, שכן היא הוגשה בטרם ניתנה ההחלטה בהשגה שהגיש העותר', 'אשר על כן, העתירה נדחית', 'מעבר לכך, נטען כי דין העתירה להידחות גם בהיעדר עילה להתערבות בהחלטה לדחות את ההשגה', 'כמו כן, דין העתירה להידחות גם בהיעדר עילה להתערבות בהחלטת המשיב לדחות את ההשגה', 'לאחר שעיינתי בעתירה ובתגובה המקדמית לה, הגעתי למסקנה כי דין העתירה להידחות על הסף']
23045160.Y05.txt	none	0	[]
23057480.E03.txt	אשר על כן, העתירה נדחית בכפוף לאמור בסעיף 3 סיפא לעיל	1	['אשר על כן, העתירה נדחית בכפוף לאמור בסעיף 3 סיפא לעיל']
22074780.C02.txt	דין העתירה להידחות על הסף, וזאת מבלי להידרש לתגובת המשיבות	2	['דין העתירה להידחות על הסף, וזאת מבלי להידרש לתגובת המשיבות', 'נוכח האמור, העתירה נדחית']
21043150.Q04.txt	לאחר עיון בהחלטה, בנימוקי הערעורים ובתגובה להם ושמיעת טיעוני הצדדים בעל פה, הגעתי למסקנה כי דין הערעורים להידחות	1	['לאחר עיון בהחלטה, בנימוקי הערעורים ובתגובה להם ושמיעת טיעוני הצדדים בעל פה, הגעתי למסקנה כי דין הערעורים להידחות']
22068650.M03.txt	none	0	[]
21038400.Z07.txt	none	0	[]
21003190.J04.txt	מנגד, המשיבה סבורה כי דין הערעור, על שני חלקיו, להידחות	2	['מנגד, המשיבה סבורה כי דין הערעור, על שני חלקיו, להידחות', 'לאור כל האמור לעיל, אני סבור כי אכן אין כל ספק שניתן להשיב על כך בחיוב, וכי דין הערעור על הכרעת הדין – להידחות']
22001990.E04.txt	בתגובתם המקדמית טענו המשיבים כי דין העתירה להידחות על הסף, בהעדר עילה להתערבות שיפוטית	5	['בתגובתם המקדמית טענו המשיבים כי דין העתירה להידחות על הסף, בהעדר עילה להתערבות שיפוטית', 'אף המשיבה טענה כי דין העתירה להידחות על הסף, הן מחמת השיהוי שנפל בהגשתה הן לגופם של דברים', 'כן נטען כי דין העתירה להידחות אף בשל חוסר תום לבה של העותרת והטחת טיעונים מכפישים כלפי המשיבה, וכי הגשת העתירה נגועה בשיקולים פוליטיים', 'סוף דבר, שהעתירה נדחית', 'לאחר שבחנו את העתירה והתגובות, מצאנו כי דין העתירה להידחות על הסף, בהעדר עילה להתערבות בהחלטתו של היועץ המשפטי לממשלה']
22042720.C04.txt	נוכח האמור, העתירה נדחית	2	['נוכח האמור, העתירה נדחית', 'לאחר עיון מצאנו כי דין העתירה להידחות בשל היעדר עילה להתערבות']
23060160.E02.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
22067020.N04.txt	none	0	[]
23006340.F04.txt	הנני בדעה כי עלינו לדחות את ערעור המדינה ביחס לעונשו של המשיב 1 וכי דין הערעור להתקבל ביחס לעונשו של המשיב 2	2	['הנני בדעה כי עלינו לדחות את ערעור המדינה ביחס לעונשו של המשיב 1 וכי דין הערעור להתקבל ביחס לעונשו של המשיב 2', 'המשיבים סבורים אפוא כי דין הערעור להידחות']
22016820.X09.txt	מנגד, המדינה סומכת את ידיה על פסק הדין קמא ועל נימוקיו וטוענת כי דין הערעור להידחות	1	['מנגד, המדינה סומכת את ידיה על פסק הדין קמא ועל נימוקיו וטוענת כי דין הערעור להידחות']
21065870.E12.txt	משאלו הם פני הדברים, העתירה נדחית	2	['משאלו הם פני הדברים, העתירה נדחית', 'במסגרת העתירה נטען, בין היתר, כי העותרות נפגעו על ידי המשיב במסכת עבירות מין ואלימות, שהגיעה לכדי התעללות; כי על אף הקביעה של מחלקת העררים שקיימות ראיות ביחס לחלק מהעבירות בתיק, הוחלט להותיר את ההחלטה על סגירת תיק החקירה על כנה, ולדחות את הערר; כי ישנן ראיות מספיקות להעמדה לדין בכל הנוגע לעבירות המין של שניים מילדיו של המשיב; כי המשיב ביצע עבירות מין חמורות בעותרת 1, ובתוך כך עבירת סרסרות, שכן זו לא נתנה את הסכמתה החופשית והאמיתית להשתתף באירועים שפורטו על ידה, ויש להגיש כתב אישום בעניין זה; כי המשיב התעלל בילדיו, והפגין כלפיהם אלימות פיזית ומילולית במספר רב של פעמים; כי התיק נסגר מעילה של חוסר עניין לציבור, החלטה שאינה סבירה כלל; וכי עד שאזרו העותרות אומץ להגיש תלונות במשטרה, על בית המשפט לא לסגור בפניהן את הדלת']
21054270.Z09.txt	סוף דבר: מהנימוקים שפורטו לא הייתי מתערב בפסיקת בית המשפט המחוזי	1	['סוף דבר: מהנימוקים שפורטו לא הייתי מתערב בפסיקת בית המשפט המחוזי']
22050030.N03.txt	לאחר שעיינתי בערעור על נספחיו, בחומר החסוי שהוגש לעיוני וכן שמיעת טענות הצדדים, כמו גם הסברים שניתנו לי בעל-פה על ידי גורמי הביטחון, הגעתי לכלל מסקנה כי דין הערעור להידחות	1	['לאחר שעיינתי בערעור על נספחיו, בחומר החסוי שהוגש לעיוני וכן שמיעת טענות הצדדים, כמו גם הסברים שניתנו לי בעל-פה על ידי גורמי הביטחון, הגעתי לכלל מסקנה כי דין הערעור להידחות']
22059550.N09.txt	מרגע שהוחלט על הקמת הוועדה עליה לעמוד במאפיינים הבסיסיים המבטיחים את מימוש תכליתה באופן אפקטיבי	6	"['מרגע שהוחלט על הקמת הוועדה עליה לעמוד במאפיינים הבסיסיים המבטיחים את מימוש תכליתה באופן אפקטיבי', 'בקשר לכך, כתב האישום מפרט שורה של עובדות שיש בכוחן לבסס זאת: (-) מצג לפיו החומר סודי ומודעות המשיבים לכך: לגבי עסקת בזק-יס, צוין בכתב האישום כי בעת ההחלטה על הקמת הוועדה קבע דירקטוריון בזק כי אלוביץ\' ושאר בעלי העניין האישי בעסקה, לרבות משיבים 2 ו-3, יהיו ""ממודרים"" מעבודת הוועדה (סעיף 105 לכתב האישום); וכי בישיבת הדירקטוריון בה הוחלט על הקמת הוועדה המיוחדת, משיבה 4 הציגה מצג לפיו בעלי העניין האישי יהיו ממודרים מעבודתה (סעיף 113 לכתב האישום)', 'על כן, בהיעדר זכות ערעור למערערת נגדה, דין הערעור בעניינה להידחות', 'על רקע הבעייתיות הגלומה בעסקה עם בעל השליטה (או כאשר לבעל השליטה יש בה עניין אישי) אשר טמון בה כאמור מטבע הדברים ניגוד עניינים משמעותי ביותר, מצב אשר תואר במהלך הליך החקיקה כמצב שבו ""בעל השליטה עושה עסק עם עצמו"" (דיון בוועדת הכספים מיום 22.5.2013, עמ\' 12), הוחלט להחמיר את ההוראה שבהצעת החוק באופן שבו תיקבע חובה לגבי כל עסקה עם בעל שליטה לנהל הליך התחרותי או ""הליכים אחרים שתקבע ועדת הביקורת""', 'עוד נטען כי חוק החברות אינו מחייב הקמת ועדה מיוחדת כגון זו שפעלה במקרה זה אלא מדובר ב""מוסד וולנטרי"", וממילא החוק אינו מטיל מגבלות נוספות על בעל עניין במקרה שבו הוחלט על מינוי ועדה כאמור', 'שאם לא כן, וזרועו של בעל השליטה (או יתר בעלי העניין שהוחלט להרחיק ממעורבות בעסקה מסוימת) תהא בוחשת במסמכי הוועדה, לא יהא מדובר עוד בהליך תחרותי וניטרלי של משא ומתן המדמה תנאי שוק (חמדני וחנס, עמ\' 786; שם בוטאו הדברים באופן חד: ""לא יעלה על הדעת שנתונים המשמשים את הוועדה המיוחדת למשא ומתן, יועברו לידיעת בעל השליטה (לדוגמה, טיוטות של הערכת שווי שעל בסיסן מתכוונת הוועדה לנהל משא ומתן)"")']"
23068520.E02.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
21086900.V05.txt	"המערער יתייצב לריצוי עונשו בבימ""ר קישון ביום 1.9.2022 עד לשעה 10:00, כשברשותו תעודת זהות"	1	"['המערער יתייצב לריצוי עונשו בבימ""ר קישון ביום 1.9.2022 עד לשעה 10:00, כשברשותו תעודת זהות']"
22037280.J06.txt	משכך, דין הערעור להידחות	1	['משכך, דין הערעור להידחות']
22071680.O07.txt	סוף דבר: מעשי המערערים שהוכחו בבית המשפט המחוזי, ושלגביהם לא מצאתי עילה להתערבותנו – חמורים; היה עליהם להישמע לצווי בית המשפט, שלא כפי שנהגו	2	['סוף דבר: מעשי המערערים שהוכחו בבית המשפט המחוזי, ושלגביהם לא מצאתי עילה להתערבותנו – חמורים; היה עליהם להישמע לצווי בית המשפט, שלא כפי שנהגו', 'לאחר שבחנתי את טענות הצדדים, אלו שבכתב ואלו שבעל-פה, ולאחר שנתתי דעתי על ההליכים הרבים שהתנהלו בין הצדדים, באתי לכלל מסקנה, כי דין הערעור להתקבל בחלקו, כפי שאפרט להלן']
23007580.V01.txt	דין הערעור להידחות על הסף	1	['דין הערעור להידחות על הסף']
22078480.J03.txt	דין הערעור להידחות	1	['דין הערעור להידחות']
21025080.N11.txt	none	0	[]
22022830.C07.txt	"המערער יתייצב לשאת בעונש המאסר בפועל שהוטל עליו ביום 7.8.2022 עד השעה 10:00 בבימ""ר הדרים, או במקום אחר על פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון"	1	"['המערער יתייצב לשאת בעונש המאסר בפועל שהוטל עליו ביום 7.8.2022 עד השעה 10:00 בבימ""ר הדרים, או במקום אחר על פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון']"
23040870.E02.txt	אשר על כן, העתירה נדחית	2	['אשר על כן, העתירה נדחית', 'עמדת המשיבים 1 ו-3 (להלן: המשיבים) היא כי דין העתירה להידחות בהעדר עילה להתערבות שיפוטית בצו המעצר, אשר הוצא מטעמי בטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הרב הנשקף מהעותר לביטחון האזור ולשלום הציבור']
22050680.N01.txt	דין העתירה להידחות על הסף	2	['דין העתירה להידחות על הסף', 'כאמור, העתירה נדחית']
