filename,label
97028620_B06.txt.txt,?'??? ???-??? ?????? ???? ???? - ????? ?? ??????.
96046870_B03.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 4687/96 ????: ???? ????? ????? ?' ???? ???? ????? ?' ????? ???? ?????? ?' ????? ?????? : ????? ??????? ??? ????? : ????? ????? ????? ?? ??? ??? ??? ????? ?????? ??? ???? ??? ???? 27.5.96 ??""? 42/93 ????? ?? ??? ???? ????? ?."
96046870_B03.txt,"???? ????? ??????: ?? ????? ???""? (13.10.97) ??? ?????? : ??""? ??????? ??? ??? ????? ?: ??""? ?? ?? ????? ??? ????? ?????: ???' ??? ???? ???-??? ??? ????? ?????? ??? ?? ????? ?? ?????? ???? ???? ??????, ??????? ?????? ?? ????? ??????? ?????? ?????? ?????? ????."
97052560_B06.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 5256/97 ????: ???? ????? ????? ?' ???? ???? ????? ?' ????? ??' ????? ?' ??????? ???????? : 1."
97052560_B06.txt,"????? ????? ??????? ???? ?????? ??????? ??""? 2."
98041930_E16.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 4193/98 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ?????? ?' ????? ????? : ???? ????? ??? ??????? : 1."
98041930_E16.txt.txt,"???""? ?????? 2."
94008630_E01.txt.txt,"? ??? ????? ?????? ??""? 758/94 ??""? 863/94 ????: ???? ????? ?' ??? ???? ????? ?' ??????? ???? ????? ?' ??? ?????: ??""? ?""? ????? ????? ? ? ? ?????: ????? ????? ???? ???? ????? ???? ????? ???? ????? ???, ?????? ???? ???? ???? ???? ???? ?? ????? ???? 21.9.97."
94008630_E01.txt.txt,"??? ?? ???? ????? ??, ???? ?????."
98061150_H01.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 6115/98 ????: ???? ????? ?' ???? ??????? : 1."
98061150_H01.txt.txt,???? ???? 2.
98014420_A05.txt.txt,"? ??? ????? ?????? ??""? 1442/98 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ????? ?' ?????? ?????? : ????? ?? ??? ??????? : 1."
98014420_A05.txt.txt,???? ??? 2.
98055640_Q14.txt,"???? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 5564/98 ????: ???? ?????? ?' ???????-??? ???? ????? ?' ?????? ???? ????? ?' ?' ??? ??????: ???? ????? ? ? ? ?????: ????? ?????? - ?? ??? ???? ????? ?? ??? ???? ?? ??? ????? ?????? ????? ???? 28.6.98 ?????? ?""? 161/92, 210/92 ??""? 211/92 ????? ?? ??? ???? ??? ????? ????? ?' ???? ????? ??????: ?' ????? ???""? (06.11.2002) ??? ??????: ??""? ???? ??? ??? ?????: ??""? ????? ??????? ???-??? ????? ?' ??????: ?????? ????? ?? ??? ???? ?? ??? ????? ?????? ?????, ?? ????? ????? ??????? ??? ??? ?? ??? ????, ???""?-1975, ??????? ????? ????? ???????, ???? ??? ?????? ????? ??? ???? ??????."
98055640_Q14.txt,1.
96017330_F05.txt.txt,"??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1733/96 ????: ???? ????? ????? ?' ???? ???? ????? ?' ??? ???? ?????? ?' ????? ???????? : 1."
96017330_F05.txt.txt,"?????? ??????, ??? ?????? ??????? ????-????? 2."
93070850_D02.txt,"???? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 7085/93 ????: ???? ????? ?' ??????? ???? ????? ?' ??? ???? ?????? ?' ????? ?????? ??""? 7085/93 : 1."
93070850_D02.txt,"??? ?? ???? ??'?? ?????? ??""? 174/94: 2."
97077180_G04.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 7718/97 ????: ???? ????? ?' ???? ???? ?????? ?' ????? ???? ????? ?' ????? ??????? : 1."
97077180_G04.txt.txt,????? ????? ???? 2.
93013300_J01.txt,"???? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1330/93 ?""? 1308/94 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ???????? ??""? 1308/94: 1."
93013300_J01.txt,"????? ???? ???? (?????? ??""? 1330/93) 2."
96015940_H02.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1594/96 ????: ???? ????? ?."
96015940_H02.txt.txt,???? ???? ?????? ?.
95012540_A03.txt,"? ??? ????? ?????? ??""? 95 / 1254 ?""? 95 / 7042 ?""? 95 / 6269 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ?????? ?' ???????-??? ??????? ???""? 1254/95: 1."
95012540_A03.txt,?'??? ????? 2.
97023340_B07.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 2334/97 ????: ???? ????? ????? ?' ???? ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ?????? : ???? ??? ??? ??????? : 1."
97023340_B07.txt.txt,"??""? ?? ???? 2."
95029110_J03.txt,"? ??? ????? ?????? ???????? ??""? 2911/95 ????: ???? ?????? ?' ???????-??? ???? ????? ?' ????? ???? ?????? ?' ????? ???????? : 1."
95029110_J03.txt,"???? ?????, ??""? 2."
94060320_C04.txt,"??? ????? ?????? ????? ???? ???? ???? ???? ??""? 94 / 6032 ????: ???? ????? ?' ?? ???? ????? ?' ???? ???? ?????? ?' ????? ????? ? : ??? - ???? ?????? ?????? (1992) ??""? ??? ??????? : 1."
94060320_C04.txt,???? ?????? 2.
98024440_E07.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 2444/98 ????: ???? ????? ?' ??? ???? ?????? ?' ????? ???? ????? ?' ?????? ?????? : ???? ?????? ??? ??????? : 1."
98024440_E07.txt,"??? ?????? ??????? ??????, ????? ???? 2."
98017400_E01.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1740/98 ????: ???? ????? ?' ??? ???? ????? ????? ?' ???? ???? ????? ?' ??? ?????? ? : ????, ???? ?????? ??""? ??? ??????? : 1."
98017400_E01.txt,??? ?????? 2.
97060790_A06.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 6079/97 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ????? ?' ?????? ?????? ? : ???? ????? ????? ?????? ??""? ??? ??????? : 1."
97060790_A06.txt.txt,"???.??.??.??' ??""? 2."
97010180_A04.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1018/97 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ????? ?' ?????? ?????? ? : ???? ?????? ??""? ??? ??????? : 1."
97010180_A04.txt,"???""?-????? ??????? 2."
97008850_G02.txt,"???? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 885/97 ?""? 887/97 ?""? 2720/97 ????: ???? ????? ?' ???? ???? ????? ?' ???? ???? ????? ?' ????? ?????? ??""? 885/97: ???? ????? ?????? ??""? 887/97: ????? ????? ?????? ??""? 2720/97: ???? ??? ??? ??????: ????? ????? ????? ?? ??? ??? ??? ????? ?????? ???-????-??? ???? 26.12.96 ??.?."
97008850_G02.txt,"451/95 ????? ?? ??? ???? ????? ?' ???? ????? ??????: ?""? ????? ???""? (2.6.97) ??? ?????? ??""? 885/97 ???""? 887/96: ??""? ???? ??? ??? ?????? ??""? 2720/97: ??""? ??? ???? ??? ??????: ??""? ???? ?????? ???-??? ?? ????? ??? ???????? ?? ????-???? ?????? ?? ???????? ???? ????? ????."
97036310_F02.txt.txt,"? ??? ????? ?????? ??""? 97 / 3631 ????: ???? ????? ?' ??? ????? : ????? ?? -??? ??? ????? ? : ????? ????? ??? ?? ????? ??? ????? ?????? ???-????-??? ???? 9.6.97 ??""? 1109/97, ????? ?? ??? ????????? ?' ?????."
97036310_F02.txt.txt,"????? ??????: ?""? ????? ????""? ( 17.06.97 ) ??? ????? : ??""? ???? ????? ??? ????? ?: ??""? ???? ??????? ? ? ? ? ? ????? ?????? ???? ?????? ????? ???????."
97043960_B01.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 4396/97 ????: ???? ????? ????? ?' ???? ???? ????? ?' ??????? ???? ?????? ?' ???????-??? ?????? : ?????? ???? ??? ????? : ????? ????? ????? ?? ??? ??? ??? ????? ?????? ???????? ???? 1.6.97 ??.?."
97043960_B01.txt.txt,336/97 ????? ?? ??? ???? ????? ?.
98065960_F03.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 6596/98 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ?????? ?' ???????-??? ??????? : 1."
98065960_F03.txt.txt,?.?.
96038980_B01.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 3898/96 ????: ???? ????? ????? ?' ???? ???? ????? ?' ????? ??' ????? ?' ??????? ?????? : ???? ????? ??'???? ??? ????? ? : ????? ????? ????? ?? ??? ??? ??? ????? ?????? ???????? ???? 15.2.96 ??.?."
96038980_B01.txt.txt,"106/95 ????? ?? ??? ???? ?????? ????????? ??? ????? ??????: ?? ????? ???""? (29.9.97)."
97004490_E04.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 449/97 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ????? ?' ????? ????? : ???? ???? ??? ????? : ??? ???? ???? ????? ???? ??-??-???? ????? ??????: ?' ????? ???""? (28.4.98) ??? ?????: ??""? ????? ???? ??? ?????: ??""? ??-???? ?????? ???-??? ????? ??? ?? ??????? ???? ????? ???."
97004490_E04.txt.txt,"????? ??? ??????? ????? ?????? ?? ??? 3,000 ?""?."
96023980_B02.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 2398/96 ????: ???? ????? ????? ?' ???? ???? ????? ?' ???? ???? ?????? ?' ????? ?????? : ??? ?????? ??? ????? : ????? ???? ????? ?? ??? ??? ??? ????? ?????? ????? ???? 21.2.96 ??.?."
96023980_B02.txt,21/93 ????? ?? ??? ???? ????? ?.
96050950_A01.txt.txt,"??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 96 / 5095 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ?????? ?' ????? ?????? : ??? ??? ??? ????? ? : ????? ????? ????? ?? ??? ???? ?? ??? ????? ?????? ????? ???? 6.6.96 ??.?."
96050950_A01.txt.txt,"104/95, ????? ?? ??? ???? ????? ?."
98072780_E02.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 7278/98 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ????? ? : ???? ?? ?????? ?????? ?? ???? ??? ??????? : 1."
98072780_E02.txt,??? ?????? ???? 2.
97022660_E03.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 2266/97 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ????? ?' ?????? ????? ? : ???? ?'? ?? ??? ?????? ????????? ??""? ??? ????? ? : ??? ??????? ???? ???? ??-??-???? ???-?????? ????? ??????: ?' ????? ???""? (3.5.98) ??? ??????: ??""? ????? ??? ??????: ??""? ??? ???-??? ?????? ???? ?? ??????? ???? ????? ???."
97022660_E03.txt.txt,"??????? ????? ??? ?????? ??????? ?????? ??? 5,000 ?""?."
97002470_T11.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 247/97 ????: ???? ????? ?' ??? ???? ?????? ?' ????? ???? ????? ?' ???? ?????? ? : ??? ??? ??? ??????? : 1."
97002470_T11.txt.txt,??? ???? 2.
96094740_D06.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 9474/96 ????: ???? ????? ?' ??????? ???? ????? ?' ??? ???? ????? ?' ???? ????? ??: 1."
96094740_D06.txt,????? ????? ?? ???? 2.
98014810_F05.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1481/98 ????: ???? ????? ?' ??? ???? ?????? ?' ????? ???? ?????? ?' ????? ?????? ? : ????? ????? ??? ????? : ???? ?????? ????? ?? ??? ??? ??? ????? ?????? ????? ???? 8.2.98 ??.?."
98014810_F05.txt.txt,"89/96 ????? ?? ??? ???? ????? ?' ?'??? ????? ??????: ?""? ??? ???""? (11.8.98) ??? ?????? ?: ??""? ???? ?????? ??? ????? : ??""? ?????? ??? (????????) ??? ????? ?????: ??' ???? ??? ???-??? ???? ????? ????? ????? ?? ????? ??-?? ????? ??????? ??? ?????, ?? ?? ????? ????? ???? ?? ?????? ?? ?????? ?????? ?? ????? ???? ???? ????? ?????? ????????."
98000650_E04.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 65/98 ????: ???? ????? ?' ??? ???? ????? ????? ?' ???? ???? ????? ?' ??? ???????? : 1."
98000650_E04.txt,"????? ????? ????? ????? ?""? 2."
95080090_E01.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 8009/95 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ????? ?' ?????? ???????? : 1."
95080090_E01.txt.txt,?.?.
98039260_A04.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 3926/98 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ????? ? : ????? ????? ??? ??????? : 1."
98039260_A04.txt,????? ???????? ??? ???? 2.
93047390_A01.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 4739/93 ????: ???? ????? ?' ??? ???? ????? ?' ??????? ???? ????? ?' ????? ???????? : 1."
93047390_A01.txt.txt,"????? ?????? ??? ????? ?""? 2."
93031960_E01.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 3196/93 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ????? ?' ?????? ?????? ? : ??? ?' ?' ??""? ??? ????? : ???? ???? ??????? ????? ?? ??? ??? ??? ????? ?????? ???????? ???? 25.4.93 ???? ??""? 1/91 ????? ?? ??? ???? ????? ?' ?' ?? ????? ??????: ??' ????? ????""? ( 11.05.98 ) ??? ?????? ?: ??""? ???? ???? ??? ?????: ??""? ????? ??????? ???-??? ?? ??? ?????, ???? ??? ???????, ????? ??? ???????? ????? ????? ??????? ????? ??????? ??????? ?????? ???? ?? ???????? ?????? ????? ???????, ?? ???? ???? ?? ??????, ????? ?? ??????? ?????? ??????? ?????? ??????? ????? ?????? ?????? ??????? ??????? ??? ????? ?? ??? ???????."
93031960_E01.txt,"????? ??? ?? ??? ???? ?? ??? ????? ??????, ??????? ?? ?????? ???? ??????? ????? ??????, ???????? ????? ????? ????? ???????? ???????? ?????? ?????, ?????? ????? ????? ??????, ??? ?????? ?? ?????? ????? ????? ????."
95081120_B01.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 8112/95 ????: ???? ????? ????? ?' ???? ???? ????? ?' ???? ??' ????? ?' ??????? ?????? : ???? ????? ??? ????? : ??? ????? ????? ?? ??? ??? ??? ????? ?????? ??? ???? ??? ???? 14.8.95 ???? ?""? 1542/93 ????? ?? ??? ???? ????? ?' ???? ????? ??????: ?? ????? ???""? (15.12.97)."
95081120_B01.txt.txt,"??? ?????? : ??""? ???????? ??, ??""? ?? ????? ??? ????? ?: ??""? ?? ? ? ? ? ? ?????? ???? ???? ??? ??????? ??? ?? ?????? ???? ??' ????? (??????) ??? ??."
97007880.D02.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 788/97 ????: ???? ????? ?' ??????? ???? ?????? ?' ????? ???? ????? ?' ?????? ????? : ??? ??? ???? ??? ??????? : 1."
97007880.D02.txt,?????? ???? ???'????? 2.
08099140_o07.txt,"???? ????? ?????? ????? ???? ???? ???? ???? ??""? 9914/08 - ?' ????: ???? ????? ?' ?' ??? ???? ????? ?' ?????? ???? ????? ?' ?????? ??????: ????? ??????? ?????? ???????? ??? ????? ? ? ? ???????: 1."
08099140_o07.txt,????? ????? ??? ?????? ?????? ??? ???? 2.
99057490_F05.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 5749/99 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ????? : ????? ?????? ?????? ??? ??????? : 1."
99057490_F05.txt,????? ???????? - ??? ???? ??? 2.
96072460_A02.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 7246/96 ?????? ????? ????: ???? ????? ?' ??? ???? ????? ?' ??? ???? ????? ?' ?????? ?????? ?????? ?????? ????? : ?????? ???? ??? ????? ?? ????????? 1."
96072460_A02.txt.txt,"??? ?? ???? ??-???? ??""? ?????? ?????: 2."
97027280.D04.txt,"???? ????? ?????? ????? ???? ???? ???? ???? ??""? 97 / 2728 ????: ???? ????? ?' ??????? ???? ????? ?' ??? ???? ????? ?' ???? ???????: 1."
97027280.D04.txt,"??""? ???? ??? 2."
98050820_T04.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 5082/98 ?""? 5215/98 ????: ???? ????? ?' ???? ???? ?????? ?' ????? ???? ????? ?' ???? ???????? ??""? 5082/98 ???????? ??""? 5125/98: 1."
98050820_T04.txt,????? ?????? 2.
96008390_J01.txt,"? ??? ????? ?????? ???????? ??""? 96 / 839 ????: ???? ?????? ?' ???????-??? ????????: ????? ??????? ?????? ????? ??""? ???' ? ? ? ???????: ??? ???? ??""? ???' ???? ?????? ???? ???? ????? ?? ????? ??? ????? ?????? ???-????-??? ???? 31.12.95 ??.?."
96008390_J01.txt,1409/95 ????? ??-??? ???? ?????? ?' ???? ? ? ? ? ? ?????? ??????? ????? ??????? ???????? ?????? ????? ??? ??? 7 ???? ???? ???? ????? ??.
98078250_E03.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 7825/98 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ????? ?' ?' ????? ?????? : ????? ????'?? ??? ????? ? : ????? ????? ????? ?? ??? ???? ?? ??? ????? ?????? ????? ???? 8.12.97 ??""? 12/97 ????? ?? ??? ???? ??????? ?' ?????-??????, ?' ?? ??' ????????? ??? ?????? : ??""? ???? ???? ??? ??????: ??""? ????? ???-?? ??? ????? ????? ????????: ???? ??? ???? ???-??? ?????? ????? ?? ?? ?????? ??????? ?? ???? ?????? ?????? ??? ???? 329(2) ???? ???????, ???""?1977-, ???????? ???? ??? ???? ??? ???? 144(?) ?144-(?) ???? ???????."
98078250_E03.txt.txt,"???? ?????? ??? ???? ??????? ???? ????? ????? ???? ?? ????, ?????? ???? ??? ??? ?????."
98070360_B04.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 7036/98 ????: ???? ????? ????? ?' ???? ???? ????? ?' ???? ???? ?????? ?' ????? ????? ? : ?????? ????? ??-???? ??? ??? ??????? : 1."
98070360_B04.txt,?????? ??-???? ??? 2.
98049330_A10.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 4933/98 ????: ???? ????? ?' ??? ???? ?????? ?' ????? ???? ????? ?' ?????? ??????? : 1."
98049330_A10.txt,???? ??? ??? ????? 2.
95003570_D03.txt.txt,"???? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 357/95 ????: ???? ????? ?' ??????? ???? ????? ?' ??? ???? ????? ?' ???? ?????? : ?????? ???? ??? ????? ? : ????? ????? ????? ?? ??? ??? ??? ????? ?????? ???-????-??? ???? 28.12.94 ??.?."
95003570_D03.txt.txt,371/94 ????? ?? ??? ???? ???????: ?.
97053920_B03.txt.txt,"? ??? ????? ?????? ??""? 5392/97 ????: ???? ????? ????? ?' ???? ???? ????? ?' ??? ???? ????? ?' ?????? ?????? : ???? ???? ??? ????? : ?????? ??? ???? ???? ????? ?? ??? ??? ??? ????? ?????? ??? ???? ??? ???? 26.6.97 ??""? 308/96 ????? ?? ??? ???? ??????? ???????, ???, ?????? ????? ??????: ?? ???? ???""? (14.1.98) ??? ?????? : ??""? ??? ?????, ??""? ????? ??? ????? : ??""? ???????? ????, ??""? ????? ???-??? ???? ????? ????? ?????? ??? - ????? ???? 97053920."
97073750_B04.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 7375/97 ????: ???? ????? ????? ?' ???? ???? ?????? ?' ????? ???? ????? ?' ???? ?????? : ????-???? ???? ????? ?????? ??""? ??? ??????? : 1."
97073750_B04.txt,????? ??? ???? ???? 2.
97050100_H02.txt.txt,"??? ????? ?????? ????? ???? ???? ???? ???? ??""? 5010/97 ????: ???? ????? ?."
97050100_H02.txt.txt,???? ???? ????? ?.
95065420_A01.txt,"??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 6542/95 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ????? ?' ????? ?????? ?? : 1."
95065420_A01.txt,"?????? ????? ?????? ??""? 2."
97069810_G06.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 6981/97 ????: ???? ????? ?' ???? ???? ????? ?' ???? ???? ?????? ?' ????? ??????? : 1."
97069810_G06.txt.txt,"???? ??""? ?????? ???? ??? ???? 2."
95042250_B02.txt.txt,"??? ????? ?????? ????? ???? ???? ???? ???? ??""? 95 / 4225 ????: ???? ????? ????? ?."
95042250_B02.txt.txt,???? ???? ?????? ?.
98037190_F03.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 3719/98 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ????? ? : ???? ???? ???? ??????? ????????????? ????? ???????? ??""? ??? ????? ? : ??? ??????? ???? ?????? ?????? ??? ????? ?: ??""? ??? ???? ??? ??? ??????: ??""? ????? ??? ? ? ? - ? ? ? ????? ?????? ???? ????? ?????? ????? ??????, ???? ?????? ???-??? ??????, ??????? ??????? ???? ?????? ?? ??????."
98037190_F03.txt.txt,??? ?? ???????.
96045790_B08.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 4579/96 ????: ???? ????? ????? ?' ???? ???? ????? ?' ??? ???? ?????? ?' ????? ?????? : ???? ???? ??? ????? : ?.?.."
96045790_B08.txt,"???? ??""? ????? ?? ??? ??? ??? ????? ?????? ??? ???? ??? ???? 21.5.96 ??.?."
98060720_L08.txt,"? ???-????? ?????? ??""? 6072/98 ????: ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ???? ????? ?' ?' ????? ??????? : 1."
98060720_L08.txt,???? ????? 2.
97071710_A04.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 7171/97 ????: ???? ????? ?' ??? ???? ????? ?' ??? ???? ????? ?' ????? ??????? : 1."
97071710_A04.txt.txt,"???? ????? ??""? 2."
96073320_B04.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 7332/96 ?????? ???? ????: ???? ????? ????? ?' ???? ???? ????? ?' ????? ???? ????? ?' ????? ?????? : ????? ???? ??? ????? : ????? ???? ????? ?? ??? ??? ??? ????? ?????? ????? ??.?."
96073320_B04.txt.txt,768/91 ????? ???? 12.6.96 ?? ??? ???? ??? ????? ?.
95065210_A06.txt.txt,"??? ????? ?????? ????? ???? ???? ???? ???? ??""? 95 / 6521 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ?????? ?' ????? ??????? : 1."
95065210_A06.txt.txt,??? ???? 2.
96043050_E04.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 4305/96 ????: ???? ????? ?' ??? ???? ????? ?' ??? ???? ????? ?' ???? ?????? ? : ????? ???? ??? ??????? : 1."
96043050_E04.txt,?????? ????????? 2.
97055310_G05.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 5531/97 ????: ???? ????? ?' ???? ???? ????? ?' ???? ???? ????? ?' ???? ??????? : 1."
97055310_G05.txt.txt,???? ???? 2.
96014270_B13.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 1427/96 ????: ???? ????? ????? ?' ???? ???? ????? ?' ???? ???? ????? ?' ?' ????? ????? : ?'?? ?????? ??? ??????? : 1."
96014270_B13.txt.txt,?? ?????? 2.
96041440_E02.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 4144/96 ????: ???? ????? ?' ??? ???? ????? ?' ??? ???? ????? ?' ???? ?????? : ????? ????? ????? ???????? ??? ??????? : 1."
96041440_E02.txt,????? ?????? ???? ????? ????? 2.
96078730_B01.txt.txt,"??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 96 / 7873 ????: ???? ????? ????? ?' ???? ???? ????? ?' ??????? ???? ?????? ?' ????? ?????? : ?.?.?."
96078730_B01.txt.txt,"???? ????? ?????? ??""? ??? ????? : ???? ????, ???? 109 ??' ????? ?? ??? ??? ??? ????? ?????? ??? ???? ??? ???? 14.10.96 ???? 1507/95 ????? ?? ??? ???? ?????? ??????? ????? ??????: ? ????? ???""? (8.5.97) ??? ?????? : ??""? ???? ????? ??? ????? : ??""? ??? ????? ???-??? ???? ??? ?????? ??????? ???????? ????? ??????? ????? ????? ??? ?????? ????? ???? ???????; ?????? ????? ??? ????? ?????? ??? ??? ?????? ???""? 4218/90 ????? ???? ?????? ???? ????? ???????."
96056330_A02.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 5633/96 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ????? ?' ???? ????? : ??? ????? ??? ????? : ?? ????? ???? ???? ?? ?? ???? ????? ??????: ?""? ????? ????""? ( 25.12.97 ) ??? ????? : ??""? ?? ??????? ??? ????? : ??""? ??? ??????? ???-??? ????? ???? ?? ???????, ???? ?????."
97018420_A06.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1842/97 ?""? 1869/97 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ????? ?' ?????? ?????? ? ??""? 1842/97 ??????? ??""? 1869/97 : ????? ???-?? ??? ????? ? ??""? 1842/97 ???????? ??""? 1869/97 : ????? ????? ??? ???-?? ??""? ????? ?? ??? ???? ?? ??? ????? ?????? ???-????-??? ???? 3.2.97 ??.?."
97018420_A06.txt.txt,"433/91 ????? ?? ??? ???? ?????? ?' ???????-????? ????? ??????: ?""? ????? ????"" ? (6.9.98) ??? ?????? ? ??""? 1842/97 ??????? ??""? 1869/97: ??""? ????? ???; ??""? ?? ??? ??? ????? ? ??""? 1842/97 ???????? ??""? 1869/97: ??""? ???? ??????? ???-??? ????? ?' ???: ????? ????? ??? ???-?? ??""? (???? - ?????) ??? ???? ??????."
97050090_G17.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 5009/97 ????: ???? ????? ?' ???? ???? ????? ?' ???? ???? ????? ?' ???? ????? : ???? ????? ???? ??""? ??? ??????? : 1."
97050090_G17.txt.txt,????? ????? 2.
94030240_E01.txt.txt,"??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 3024/94 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ????? ?' ????? ?????? : ??? ????? ??? ????? ? : ????, ???? ?????? ??""? ????? ?? ??? ??? ??? ????? ?????? ????? ???? 30.1.94 ??""? 54/93 ????? ?? ??? ???? ????? ???????? ???????? ???? ??? ??? ??????: ??""? ??????? ??? ??????: ??""? ??? ????? ???????? ???? ?? ?????? ????? ?????? ???? 10.9.97 ???? 08:00."
94030240_E01.txt.txt,"????? ?????? ?????? ??????? ?????: ??? ????? ??? ????? ?????? ?????, ?????? ??? ?????? ""????? ?????"" ???? ???????? ?????? ?????? ?????, ????""?1975-, ????? ?? ?????? ???? ????? ????????? ???? ???? ??? ???, ??? ""?????? ??????""."
95064100_E06.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 6410/95 ?????? ????? ????: ???? ????? ?' ??? ???? ????? ????? ?' ???? ???? ????? ?' ??? ???????? ???????? ?????: 1."
